Player,Pos,Age,Tm,G2018,MP,FGA,3P,3PA,FTA,TRB,AST,STL,BLK,PTS,puntPctFV
Kyle Lowry,PG,32,TOR,65,2213,739,157,453,194,312,564,91,31,926,362.48
Jordan Loyd,PG,25,TOR,12,55,18,4,8,11,9,6,0,0,29,9.28
Kalin Lucas,PG,29,DET,1,6,1,0,1,2,3,1,0,0,2,1.03
Timothé Luwawu-Cabarrot,SF,23,TOT,50,669,218,36,116,41,97,26,19,8,231,83.6
Tyler Lydon,PF,22,DEN,25,94,18,4,10,3,18,6,2,0,23,10.78
Trey Lyles,PF,23,DEN,64,1120,495,51,200,116,246,87,30,23,546,188.8
Scott Machado,PG,28,LAL,4,19,6,1,1,1,0,3,1,0,10,2.83
Shelvin Mack,PG,28,TOT,57,1246,403,46,130,84,104,183,47,4,430,153.77
Daryl Macon,SG,23,DAL,8,90,27,5,11,7,12,7,1,0,29,10.65
J.P. Macura,SG,23,CHO,2,17,9,0,4,0,3,2,0,0,6,2.62
Ian Mahinmi,C,32,WAS,34,498,104,3,16,61,128,25,25,16,139,57.2
Thon Maker,C-PF,21,TOT,64,972,268,49,153,84,202,45,21,51,323,126.5
Boban Marjanović,C,30,TOT,58,681,260,4,10,131,265,54,16,27,422,132.52
Lauri Markkanen,PF,21,CHI,52,1682,795,120,332,195,470,75,37,33,974,315.5
Jarell Martin,PF,24,ORL,42,328,104,20,57,11,73,18,3,8,115,45.8
Frank Mason III,PG,24,SAC,38,435,169,14,64,57,43,84,16,4,195,68.53
Yante Maten,PF,22,MIA,2,13,4,0,1,0,3,0,1,0,2,1.35
Wesley Matthews,SF-SG,32,TOT,69,2091,698,150,403,163,170,160,54,17,840,269.32
Luc Mbah a Moute,PF,32,LAC,4,61,18,2,6,5,7,2,1,1,20,6.6
Tahjere McCall,SG,24,BRK,1,8,3,0,1,1,1,0,0,0,4,1.07
Patrick McCaw,SG,23,TOT,29,397,63,9,28,15,48,29,23,2,74,33.15
CJ McCollum,SG,27,POR,70,2375,1243,167,445,192,282,207,55,28,1468,428.3
T.J. McConnell,PG,26,PHI,76,1470,419,14,42,37,174,258,79,17,483,178.4
Doug McDermott,SF,27,IND,77,1340,422,84,206,79,109,67,18,8,564,164.4
JaVale McGee,C,31,LAL,75,1671,641,1,12,152,566,52,47,148,897,287.98
Rodney McGruder,SG,27,MIA,66,1550,461,79,225,72,238,112,36,12,503,184.63
Alfonzo McKinnie,SF,26,GSW,72,1003,275,42,118,48,247,31,18,15,337,125.2
Ben McLemore,SG,25,SAC,19,158,64,17,41,12,17,4,6,3,75,25
Jordan McRae,SG,27,WAS,27,333,130,10,35,35,40,30,13,7,160,49.9
Jodie Meeks,SG,31,TOR,8,104,39,8,18,1,12,8,1,1,51,15.35
Salah Mejri,C,32,DAL,36,399,112,11,34,32,131,35,10,26,141,60.37
De'Anthony Melton,PG,20,PHO,50,984,256,29,95,28,134,159,68,23,250,116.95
Chimezie Metu,PF,21,SAS,29,145,58,0,2,17,36,13,6,2,51,22
Khris Middleton,SF,27,MIL,77,2393,1148,179,474,258,461,331,80,7,1407,454.38
C.J. Miles,SF,31,TOT,53,856,311,67,203,58,95,36,26,15,339,117.25
Darius Miller,SF,28,NOP,69,1757,484,133,364,71,128,146,40,23,567,199.85
Malcolm Miller,SF,25,TOR,10,67,26,10,21,4,5,1,1,1,35,10.88
Patty Mills,PG,30,SAS,82,1908,663,159,404,103,182,245,49,10,811,273.25
Paul Millsap,PF,33,DEN,70,1895,665,58,159,249,505,141,83,54,883,299.98
Shake Milton,SG,22,PHI,20,268,87,14,44,7,35,18,8,8,87,33.48
Nikola Mirotić,PF,27,TOT,46,1245,542,116,318,124,339,55,31,34,697,232.75
Donovan Mitchell,SG,22,UTA,77,2598,1530,188,519,396,316,322,106,31,1829,538.92
Naz Mitrou-Long,SG,25,UTA,14,84,20,2,11,2,6,15,1,1,16,8.72
Malik Monk,SG,20,CHO,73,1258,586,109,330,102,137,117,37,19,653,214.4
Greg Monroe,C,28,TOT,43,480,189,1,5,72,172,24,14,8,230,80.27
E'Twaun Moore,SG,29,NOP,53,1463,532,76,176,59,127,102,40,8,633,188.8
Eric Moreland,PF,27,TOT,5,43,7,1,1,0,20,4,1,1,7,5.35
Jaylen Morris,SG,23,MIL,4,29,10,1,3,2,5,4,2,0,10,4.22
Marcus Morris,PF,29,BOS,75,2091,844,146,389,173,458,109,43,25,1046,338.53
Markieff Morris,PF,29,TOT,58,1270,484,68,203,92,265,79,36,22,547,190.63
Monte Morris,PG,23,DEN,82,1970,702,94,227,81,194,297,73,4,851,276.5
Donatas Motiejūnas,PF,28,SAS,3,13,6,0,0,2,3,1,0,1,6,2.25
Johnathan Motley,PF,23,LAC,22,156,73,0,3,40,51,11,5,3,102,31.6
Emmanuel Mudiay,PG,22,NYK,59,1607,740,69,210,186,196,228,43,19,873,270.35
Jamal Murray,PG,21,DEN,75,2447,1173,152,414,223,317,363,67,27,1367,432.02
Džanan Musa,SG,19,BRK,9,39,22,1,10,2,5,2,2,0,19,7.02
Mike Muscala,PF,27,TOT,64,1306,361,89,256,85,244,76,22,38,449,168.35
Sviatoslav Mykhailiuk,SF,21,TOT,42,440,140,29,89,20,36,37,14,1,133,52.62
Abdel Nader,SF,25,OKC,61,694,215,32,100,36,116,20,20,12,241,86.3
Larry Nance Jr.,C,26,CLE,67,1795,479,33,98,134,552,214,100,40,627,256.1
Shabazz Napier,PG,27,BRK,56,983,435,76,228,138,100,143,41,16,529,173.78
Raul Neto,PG,26,UTA,37,474,161,20,60,33,62,93,14,4,196,70.83
Georges Niang,PF,25,UTA,59,516,181,43,105,24,87,35,10,6,235,79.3
Joakim Noah,C,33,MEM,42,693,213,0,1,109,238,89,20,31,298,111.72
Nerlens Noel,C,24,OKC,77,1055,276,0,0,79,325,45,66,96,378,149.1
Dirk Nowitzki,PF,40,DAL,51,795,376,64,205,50,158,35,9,18,373,133.45
Frank Ntilikina,PG,20,NYK,43,904,282,33,115,30,87,121,30,14,246,103.48
James Nunnally,SF,28,TOT,15,102,34,8,25,4,5,7,1,0,36,12.8
Jusuf Nurkić,C,24,POR,72,1974,826,3,29,365,748,233,71,103,1125,383.88
David Nwaba,SG,26,CLE,51,984,262,24,75,85,163,54,36,17,334,113.8
Royce O'Neale,SF,25,UTA,82,1671,343,68,176,42,285,124,54,24,426,171.23
Kyle O'Quinn,C,28,IND,45,371,136,1,12,21,119,56,9,25,156,63.83
Semi Ojeleye,PF,24,BOS,56,594,158,28,89,39,86,23,10,4,186,66.85
Jahlil Okafor,C,23,NOP,59,935,362,1,5,89,278,40,15,40,484,150.32
Elie Okobo,PG,21,PHO,53,958,290,39,132,47,98,127,32,7,304,115.65
Josh Okogie,SG,20,MIN,74,1757,508,60,215,162,218,91,88,33,570,202.15
Victor Oladipo,SG,26,IND,36,1147,588,74,216,141,202,186,60,11,675,224.98
Kelly Olynyk,PF,27,MIA,79,1812,564,113,319,185,375,140,53,37,787,268.2
Cedi Osman,SF,23,CLE,76,2444,844,130,374,181,357,195,60,11,991,328.08
Kelly Oubre Jr.,SF,23,TOT,69,1935,842,108,338,244,325,84,84,59,1047,323.05
Zaza Pachulia,C,34,DET,68,878,193,0,4,124,265,91,31,17,267,111.57
Jabari Parker,PF,23,TOT,64,1724,749,61,195,184,421,152,46,30,930,297.53
Tony Parker,PG,36,CHO,56,1003,463,13,51,124,83,207,21,7,530,163.45
Chandler Parsons,SF,30,MEM,25,496,182,29,94,25,70,43,19,5,187,68.8
Patrick Patterson,PF,29,OKC,63,861,219,46,137,30,147,31,16,13,229,93.32
Justin Patton,C,21,PHI,3,21,7,0,2,2,6,3,2,0,5,3.08
Chris Paul,PG,33,HOU,58,1857,720,127,355,203,265,473,114,18,906,333.88
Cameron Payne,PG,24,TOT,40,712,223,25,84,41,72,106,28,9,250,91.15
Elfrid Payton,PG,24,NOP,42,1250,412,33,105,74,220,320,44,17,446,185.62
Gary Payton II,PG,26,WAS,3,16,8,1,2,0,2,4,3,1,11,3.85
Theo Pinson,SG,23,BRK,18,211,73,12,46,22,36,21,6,0,81,30.7
Mason Plumlee,C,28,DEN,82,1731,442,2,10,198,524,243,66,76,637,249.25
Miles Plumlee,C,30,ATL,18,173,48,0,0,30,39,17,6,4,80,25.15
Jakob Poeltl,C,23,SAS,77,1273,290,0,0,92,410,93,29,68,423,164.95
Quincy Pondexter,SF,30,SAS,53,292,58,6,18,42,46,24,11,1,98,34.82
Otto Porter,SF,25,TOT,56,1683,643,104,256,96,314,120,82,31,780,259.97
Bobby Portis,PF,23,TOT,50,1299,628,75,191,97,403,72,35,20,710,241.03
Dwight Powell,C,27,DAL,77,1662,486,39,127,254,411,112,44,50,815,249.98
Norman Powell,SG,25,TOR,60,1126,400,68,170,75,139,91,39,13,516,161.43
Alex Poythress,PF,25,ATL,21,305,81,9,23,29,76,17,4,10,107,39.2
Zhou Qi,PF,23,HOU,1,1,1,0,0,0,0,0,0,0,2,0.42
Ivan Rabb,PF,21,MEM,49,721,212,3,15,69,206,54,17,14,284,99.52
Chasson Randle,PG,25,WAS,49,743,217,46,115,62,56,97,25,3,271,93.77
Julius Randle,PF,24,NOP,73,2232,1089,67,195,487,634,229,52,45,1565,458.62
J.J. Redick,SG,34,PHI,76,2379,1027,240,605,255,186,206,32,17,1372,395.65
Davon Reed,SG,23,IND,10,47,12,2,4,0,6,3,1,0,12,5.1
Cameron Reynolds,SG,23,MIN,19,259,78,21,51,9,31,13,6,2,95,32.48
Josh Richardson,SG,25,MIA,73,2539,1026,164,460,231,263,298,79,34,1209,388.62
Malachi Richardson,SG,23,TOR,22,103,29,8,25,5,13,0,1,0,30,12.23
Austin Rivers,SG,26,TOT,76,2028,572,104,327,95,162,167,47,23,618,219.15
Devin Robinson,SF,23,WAS,7,95,32,0,2,14,20,6,4,6,47,14.55
Duncan Robinson,PF,24,MIA,15,161,46,10,35,6,19,5,5,0,50,18.5
Glenn Robinson III,SF,25,DET,47,610,176,18,62,40,71,21,14,8,198,66.03
Jerome Robinson,SG,21,LAC,33,320,110,18,57,9,41,19,11,3,112,41.6
Mitchell Robinson,C,20,NYK,66,1360,291,0,0,135,423,37,52,161,485,182.18
Rajon Rondo,PG,32,LAL,46,1369,432,51,142,36,243,367,57,7,424,197
Derrick Rose,PG,30,MIN,51,1392,753,54,146,160,140,220,31,12,917,260.82
Terrence Ross,SG,27,ORL,81,2150,1027,217,566,144,280,135,72,29,1223,379.75
Terry Rozier,PG,24,BOS,79,1791,666,119,337,93,307,231,68,21,708,270.47
Ricky Rubio,PG,28,UTA,68,1899,730,79,254,228,243,416,91,10,864,307.4
D'Angelo Russell,PG,22,BRK,81,2448,1517,234,635,205,315,563,100,20,1712,556.8
Domantas Sabonis,C,22,IND,74,1838,700,9,17,291,690,212,48,30,1043,337.45
Brandon Sampson,SG,21,CHI,14,214,60,11,29,6,16,10,8,3,71,23.25
JaKarr Sampson,SF,25,CHI,4,127,54,5,14,21,32,4,4,3,80,22.8
Dario Šarić,PF,24,TOT,81,2023,696,118,323,150,457,127,45,9,858,294.38
Tomáš Satoranský,PG,27,WAS,80,2164,530,64,162,160,279,399,82,13,709,262.75
Dennis Schröder,PG,25,OKC,79,2314,1104,124,364,227,284,323,65,12,1224,391.1
Mike Scott,PF,30,TOT,79,1395,420,101,252,33,276,66,26,13,459,176.45
Thabo Sefolosha,SF,34,UTA,50,609,149,34,78,22,123,27,43,5,190,75
Wayne Selden,SG,24,TOT,75,1439,483,55,174,92,180,109,33,13,514,176.55
Collin Sexton,PG,20,CLE,82,2605,1206,119,296,255,236,243,44,6,1371,397.32
Landry Shamet,SG,21,TOT,79,1802,557,167,396,93,134,117,37,10,722,227.95
Iman Shumpert,SG,28,TOT,62,1481,446,95,273,45,183,112,59,24,465,178.9
Pascal Siakam,PF,24,TOR,80,2548,945,79,214,302,549,248,73,52,1354,411.15
Jordan Sibert,SG,26,ATL,1,4,1,1,1,0,0,0,0,0,3,0.7
Ben Simmons,PG,22,PHI,79,2700,960,0,6,428,697,610,112,61,1337,465.05
Jonathon Simmons,SG-SF,29,TOT,56,1064,350,28,104,97,126,128,29,15,366,132.63
Kobi Simmons,PG,21,CLE,1,2,0,0,0,0,0,0,0,0,0,0.07
Anfernee Simons,SG,19,POR,20,141,63,10,29,16,13,13,1,0,75,23.4
Marcus Smart,SG,24,BOS,80,2200,567,126,346,129,234,321,143,28,708,275.08
Dennis Smith Jr.,PG,21,TOT,53,1508,650,67,208,156,155,252,67,20,722,241.98
Ish Smith,PG,30,DET,56,1251,489,44,135,62,145,203,28,11,501,176.8
J.R. Smith,SG,33,CLE,11,222,79,12,39,10,18,21,11,3,74,28
Jason Smith,PF-C,32,TOT,20,190,59,9,26,16,52,14,3,7,65,27.62
Zhaire Smith,SG,19,PHI,6,111,34,6,16,8,13,10,2,2,40,13.82
Tony Snell,SF,27,MIL,74,1304,361,81,204,42,157,68,26,18,444,150.12
Ray Spalding,PF,21,TOT,14,148,47,0,3,12,48,5,9,8,54,21.7
Omari Spellman,PF,21,ATL,46,805,244,44,128,45,194,47,26,25,272,110.28
Nik Stauskas,SG,25,TOT,68,1015,338,70,188,64,127,81,21,7,399,136.28
D.J. Stephens,SG,28,MEM,1,7,2,0,0,0,0,0,1,0,2,0.65
Lance Stephenson,SG,28,LAL,68,1123,432,73,197,73,215,140,41,7,491,179.02
Edmond Sumner,PG,23,IND,23,210,64,7,27,24,24,10,12,5,66,25.4
Caleb Swanigan,PF,21,TOT,21,178,53,1,7,9,64,11,6,1,43,23.18
Jayson Tatum,SF,20,BOS,79,2455,1036,116,311,228,477,168,84,57,1243,396
Jeff Teague,PG,30,MIN,42,1264,416,35,105,153,106,343,43,18,510,184.82
Garrett Temple,SG,32,TOT,75,2040,493,90,264,107,216,106,76,30,586,206.55
Miloš Teodosić,PG,31,LAC,15,150,40,10,27,7,16,32,3,1,48,20.15
Jared Terrell,SG,23,MIN,14,111,39,4,17,6,6,12,3,2,31,13.1
Emanuel Terry,PF,22,TOT,3,23,7,0,0,4,7,2,3,0,10,3.78
Daniel Theis,C,26,BOS,66,908,266,26,67,76,225,68,21,42,374,130.65
Isaiah Thomas,SG,29,DEN,12,181,99,12,43,27,13,23,5,1,97,32.2
Khyri Thomas,SG,22,DET,26,195,69,10,35,11,20,8,7,5,61,24.5
Lance Thomas,PF,30,NYK,46,783,197,22,79,36,117,27,17,7,205,76.83
Klay Thompson,SG,28,GSW,78,2652,1402,241,599,158,299,186,84,47,1680,491.05
Tristan Thompson,C,27,CLE,43,1198,380,0,0,106,438,86,28,16,470,173.62
Sindarius Thornwell,SG,24,LAC,64,313,49,3,15,34,44,18,14,7,62,29.73
Anthony Tolliver,PF,33,MIN,65,1079,259,81,215,60,177,46,17,21,326,124.5
Karl-Anthony Towns,C,23,MIN,77,2545,1314,142,355,450,954,259,67,125,1880,591
Gary Trent Jr.,SG,20,POR,15,111,50,5,21,7,11,5,1,2,40,15.23
Allonzo Trier,SG,23,NYK,64,1459,518,52,132,223,197,119,28,14,695,205.6
P.J. Tucker,PF,33,HOU,82,2802,523,146,387,59,479,96,132,39,601,262.25
Evan Turner,PG,30,POR,73,1605,443,11,52,106,328,283,33,18,494,200.62
Myles Turner,C,22,IND,74,2119,780,76,196,201,531,115,60,199,984,342.1
Ekpe Udoh,C,31,UTA,51,320,72,0,0,30,90,28,10,31,119,46.52
Tyler Ulis,PG,23,CHI,1,1,0,0,0,0,0,0,0,0,0,0.07
Jonas Valančiūnas,C,26,TOT,49,1091,538,14,48,185,419,70,19,53,763,231.4
Jarred Vanderbilt,PF,19,DEN,17,69,19,0,1,10,23,3,6,1,24,10.6
Fred VanVleet,PG,24,TOR,64,1760,600,112,296,115,167,307,57,20,701,250.17
Noah Vonleh,PF,23,NYK,68,1722,440,46,137,156,528,129,46,51,571,230.07
Nikola Vučević,C,28,ORL,80,2510,1354,84,231,227,960,307,81,89,1665,554.78
Dwyane Wade,SG,37,MIA,72,1885,960,86,261,233,285,301,59,38,1083,349.63
Moritz Wagner,C,21,LAL,43,446,171,22,77,53,85,24,11,13,207,70.2
Dion Waiters,SG,27,MIA,44,1138,478,109,289,44,116,121,29,9,527,177.8
Kemba Walker,PG,28,CHO,82,2863,1684,260,731,450,361,484,102,34,2102,633.72
Lonnie Walker,SG,20,SAS,17,118,46,5,13,10,17,9,7,3,45,17.4
John Wall,PG,28,WAS,32,1104,552,51,169,175,116,279,49,29,663,217.52
Tyrone Wallace,PG,24,LAC,62,628,217,4,19,57,101,42,21,7,218,77.75
Taurean Prince,SF,24,ATL,55,1552,594,123,315,116,199,118,53,19,742,235.85
Brad Wanamaker,PG,29,BOS,36,343,105,16,39,28,41,56,12,2,140,48.83
T.J. Warren,SF,25,PHO,43,1360,611,77,180,124,174,64,51,29,772,220.37
Julian Washburn,SF,27,MEM,18,254,48,5,24,4,41,14,13,2,40,21.7
Yuta Watanabe,SF,24,MEM,15,174,51,2,16,10,31,8,4,1,39,17.85
Thomas Welsh,C,22,DEN,11,36,13,3,7,2,4,5,0,0,18,6.2
Russell Westbrook,PG,30,OKC,73,2630,1473,119,411,451,807,784,142,33,1675,626.62
Derrick White,PG,24,SAS,67,1728,543,48,142,123,247,263,67,47,663,235.18
Okaro White,PF,26,WAS,3,6,2,0,2,0,2,0,0,0,0,0.78
Hassan Whiteside,C,29,MIA,72,1674,680,2,16,243,817,56,46,136,887,323.22
Andrew Wiggins,SF,23,MIN,73,2543,1209,118,348,296,352,184,70,48,1321,409.85
Alan Williams,PF,26,BRK,5,26,13,0,1,4,19,3,1,0,18,6.95
C.J. Williams,SG,28,MIN,15,128,35,5,16,1,8,12,6,0,39,14.08
Johnathan Williams,C,23,LAL,24,372,110,0,2,48,99,13,8,7,157,49.6
Kenrich Williams,SF,24,NOP,46,1079,279,52,156,19,219,83,45,19,279,125.45
Lou Williams,SG,32,LAC,75,1993,1138,105,291,485,222,402,57,11,1498,430.35
Marvin Williams,PF,32,CHO,75,2133,652,140,382,86,407,92,71,61,756,279.45
Robert Williams,C,21,BOS,32,283,51,0,0,15,81,7,9,40,81,35.12
Troy Williams,SF,24,SAC,21,312,98,14,44,15,59,11,10,8,111,40.23
D.J. Wilson,PF,22,MIL,48,882,251,46,127,47,222,52,18,20,280,114.83
Justise Winslow,SF,22,MIA,66,1959,749,96,256,137,355,282,72,19,830,300.42
Christian Wood,PF,23,TOT,21,251,117,9,26,56,83,8,7,10,172,51.88
Delon Wright,PG,26,TOT,75,1699,558,50,168,150,266,248,88,30,653,239.2
Guerschon Yabusele,PF,23,BOS,41,251,77,9,28,22,53,15,8,7,94,35.75
Nick Young,SG,33,DEN,4,37,9,3,8,0,1,2,0,1,9,3.53
Thaddeus Young,PF,30,IND,81,2489,841,51,146,135,523,204,123,36,1024,344.7
Trae Young,PG,20,ATL,81,2503,1256,156,482,414,301,653,72,15,1549,505.48
Cody Zeller,C,26,CHO,49,1243,345,6,22,141,333,102,38,41,497,169.77
Tyler Zeller,C,29,TOT,6,93,30,0,1,18,24,4,1,3,46,13.7
Ante Žižić,C,22,CLE,59,1082,331,0,0,132,320,53,13,22,459,149.2
Ivica Zubac,C,21,TOT,59,1040,379,0,0,126,362,63,14,51,525,172.35
